HDFC BANK STATEMENT PROCESSING LOG - Jun-2026
======================================================================
Transactions processed: 153
Transport transactions categorized: 30
Uncategorized transactions (> ₹500 - Needs Classification): 10

Category totals (count and amount breakdown):
Category                       Count  Debit Amount (₹)  Credit Amount (₹)      Net (₹)
24-06-2026  UPI-MRSRINIVAS M-Q947708676@YBL-YESB0Y BLUPI-606029304823-PAYMENTFROMPHONE                                     Debit       136.00  Tea and Snacks               
24-06-2026  UPI-ZOMATO-ZOMATO.ETERNALTSP.PAYU@HDFCBA NK-HDFC0MERUPI-045632185760-UPIINTENT                                 Debit       216.93  Food & Snacks                
24-06-2026  UPI-MADANA R-HAVOCMADHAN39-2@OKSBI-HDFC0 003637-205804447749-PAYMENTFROMPHONE                                  Debit       590.00  Uncategorized                
24-06-2026  UPI-HUNGERBOX-PAYTM-8774066@PTYBL-YESB0P TMUPI-823426525829-HUNGERBOXORDER U                                   Debit        80.00  Food & Snacks                
25-06-2026  UPI-BHAGWANDAS-9669328039@IBL-PUNB005381 0-219482779530-PAYMENTFROMPHONE                                       Debit        70.00  Transport                    
25-06-2026  UPI-ALTAF ANGADI-7892589579@IBL-CNRB000 0033-096897052249-PAYMENTFROMPHONE                                     Debit        20.00  Uncategorized                
25-06-2026  UPI-BALARAJAA-9663619066@YBL-CNRB000003 3-595300767431-PAYMENTFROMPHONE                                        Debit       107.00  Uncategorized                
25-06-2026  UPI-MRRATNESH KUMAR-9315453066-2@IBL-C BIN0282876-563000457523-PAYMENTFROMPHO NE                               Debit        10.00  Uncategorized                
25-06-2026  UPI-K NARASIMHAMURTHY-8431407205-2@AXL- SBIN0040162-127237933494-PAYMENTFROMPH ONE                             Debit        60.00  Uncategorized                
25-06-2026  UPI-MRSRINIVAS M-Q947708676@YBL-YESB0Y BLUPI-560037605804-PAYMENTFROMPHONE                                     Debit        36.00  Tea and Snacks               
25-06-2026  UPI-KARIBASAVANP-7259253462@IBL-CNRB00 00033-766272536298-PAYMENTFROMPHONE                                     Debit        30.00  Uncategorized                
25-06-2026  UPI-HEMALATHA-917483823108@KBL-KARB00003 41-840689640040-PAYMENTFROMPHONE                                      Debit        60.00  Uncategorized                
25-06-2026  UPI-IRAPPABASAVANTAPPA-6360971251@YBL- IPOS0000001-308562877705-PAYMENTFROMPH ONE                              Debit        10.00  Uncategorized                
25-06-2026  UPI-SRIRAM PETROLEUM-PAYTM.S1BIKNX@PTY- YESB0MCHUPI-205907122747-PAYMENTFROM PH ONE                            Debit     1,500.00  Petrol / Fuel                
25-06-2026  UPI-ERAPPABHARIJAN-6360971251-2@AXL-IO BA0002889-161085203888-PAYMENTFROMPHON E                                Debit        20.00  Uncategorized                
25-06-2026  UPI-RELIANCERETAILLIMI-JIOFIBER-PAYTM@ PTYBL-YESB0PTMUPI-216629687242-PAYMENTF ROMPHONE                        Debit       234.82  General UPI / Shopping       
26-06-2026  UPI-A MANJUNATHA-9844229961@YBL-SBIN004 0738-421164921136-PAYMENTFROMPHONE                                     Debit       950.00  Uncategorized                
26-06-2026  UPI-SALMANI HOSPITAL-WL0500392A0020694@U NIONBANK-UBIN0900397-388096853942-PAYMEN TFROMPHONE                   Debit       200.00  Health / Medical             
26-06-2026  UPI-SHOBHAS MEGALAGERI-Q252560288@YBL-Y ESB0YBLUPI-826359208102-PAYMENTFROMPHO NE                              Debit       120.00  Transport                    
26-06-2026  UPI-SHOBHAS MEGALAGERI-Q252560288@YBL-Y ESB0YBLUPI-491258915813-PAYMENTFROMPHO NE                              Debit       240.00  Uncategorized                
26-06-2026  UPI-CHAITRARKOKKANNANAVA-Q524689439@YBL- YESB0YBLUPI-257510136023-PAYMENTFROMPH ONE                            Debit         5.00  Uncategorized                
27-06-2026  UPI-SHANTARAJU PATTANAS-KVGB91911307412 7003@CNRB-PKGB0013191-525485329675-PAYME NTFROMPHONE                   Debit        50.00  Transport                    
27-06-2026  UPI-MR MANJUNATHN BALE-Q702018260@YBL- YESB0YBLUPI-133342908695-PAYMENTFROMPH ONE                              Debit        60.00  Uncategorized                
28-06-2026  UPI-SAVITADEVI GOPALARAM-PAYTM.S1NPCRE@P TY-YESB0MCHUPI-495474826125-PAYMENT FROM PHONE                        Debit       225.00  Uncategorized                
28-06-2026  UPI-INDIANRAILWAY CATER-INDIANRAILWAYCA 252644.RZP@RXAXIS-UTIB0000RZP-6179086224 34-UPIPAYMENT                 Debit       182.25  Uncategorized                
28-06-2026  UPI-XXXXXXXXXX4601-PKGB0010640-848970606 126-PAYMENTFROMPHONE                                                  Debit    36,000.00  Uncategorized                
28-06-2026  UPI-GROWWINVESTTECH PR-GROWW.BRK@VALID ICICI-ICIC0DC0099-654580844886-PAIDVIA ELEMENTS                         Debit    50,000.00  Investments                  
28-06-2026  UPI-GROWWINVESTTECH PV-GROWW.BRK@VALID HDFC-HDFC0MERUPI-654580824885-PAIDVIAE LEMENTS                          Debit    50,000.00  Investments                  
29-06-2026  UPI-RAVIMANJAPPA HAVERI-PAYTMQR5F8MWT@P TYS-YESB0PTMUPI-043480263065-PAYMENTFRO MPHONE                         Debit       100.00  Transport                    
29-06-2026  UPI-RAVIMANJAPPA HAVERI-PAYTMQR5F8MWT@P TYS-YESB0PTMUPI-220247120808-PAYMENTFRO MPHONE                         Debit         5.00  Uncategorized                
29-06-2026  UPI-PARVATI TUPPAD-Q909025135@YBL-YESB0Y BLUPI-855751474240-PAYMENTFROMPHONE                                   Debit        50.00  Uncategorized                
29-06-2026  UPI-LAXMI RATTIHALLIMATH-PAYTM.S1MDQX5@P TY-YESB0MCHUPI-237166453510-PAYMENT FROM PHONE                        Debit        45.00  Uncategorized                
30-06-2026  NEFTCR-DEUT0797BGL-IBMINDIAPRIVATELI MITED-SHREYASSBAGI-DEUTH026181A0VP1SA LARYJUN                             Credit  315,915.00  Salary / Income              
30-06-2026  UPI-DTAX-DIRECTTAX@ICICI-ICIC0DC0099-766 004121747-CRN26063000038048                                           Debit    15,150.00  Tax Refund / Tax Payment     
30-06-2026  UPI-HARISHSHEKHARAPPAC-9964738987@YBL- CNRB0000000-743451000828-PAYMENTFROMPH ONE                              Debit     2,500.00  Uncategorized                
30-06-2026  UPI-MAHAVEER MEDICALS-PAYTMQR28100505010 1UDCMPYOKQXFQ@PAYTM-YESB0PTMUPI-94103530 2647-PAYMENTFROMPHONE        Debit       845.00  Health / Medical             
30-06-2026  UPI-XXXXXXX1296-SBIN0000909-812608544884 -PAYMENTFROMPHONE                                                     Debit       100.00  Transport                    
30-06-2026  UPI-XXXXXXX1296-SBIN0000909-831353747830 -PAYMENTFROMPHONE                                                     Debit    95,000.00  Uncategorized                
